AUROC,AUPRC
0.4614814814814815,0.5772489133983488
0.48222222222222216,0.5961133107169964
0.42666666666666664,0.5690796981938716
0.41703703703703704,0.5810895857155197
0.47777777777777775,0.6241010603884485
0.5385185185185186,0.6031772606331455
0.4140740740740741,0.5504715079060776
0.4829629629629629,0.6081455902900693
0.5681481481481481,0.6991152662722143
0.33629629629629626,0.5119690840393577
0.5333333333333332,0.6281612888608326
0.44370370370370366,0.5820513868024154
0.42296296296296293,0.5487186784668295
0.4459259259259259,0.5487143484913785
0.39037037037037037,0.5516526264596444
0.6185185185185186,0.7545113367582186
0.42444444444444446,0.5380729234043193
0.5133333333333333,0.6518774998855843
0.5303703703703704,0.6772493337518456
0.2851851851851852,0.47766321358832387
0.4125925925925926,0.6117705636339843
0.42074074074074075,0.5305145487153416
0.3859259259259259,0.5547565639862656
0.5437037037037037,0.6345857532819829
0.3688888888888889,0.5580063969960712
0.5466666666666666,0.6791200355847974
0.5562962962962963,0.6734811936199159
0.6155555555555555,0.7201547919002401
0.5288888888888889,0.6310853638821066
0.47259259259259256,0.6024892784140097
0.5807407407407408,0.6441104921311686
0.45925925925925926,0.5645944229627452
0.6644444444444444,0.751662580807318
0.605925925925926,0.7054069778337713
0.6,0.6408032172271715
0.634074074074074,0.6799320732699563
0.49333333333333335,0.665301090975763
0.37407407407407406,0.514026142345621
0.46370370370370373,0.5695465354513417
0.39777777777777773,0.5257412669784894
0.4955555555555555,0.5920380848608344
0.362962962962963,0.5318742380259334
0.6177777777777776,0.7257699115883017
0.34074074074074073,0.5145922535398101
0.6659259259259259,0.765861272092479
0.5192592592592593,0.6299387645393324
0.5237037037037038,0.5953267170355087
0.6044444444444445,0.7297952466803685
0.48148148148148145,0.5887605502746758
0.5096296296296297,0.6309172258630376
0.5244444444444444,0.6066940795996446
0.44,0.5682707726129327
0.6370370370370371,0.6753696986952875
0.6022222222222222,0.7130444827093592
0.31703703703703706,0.49556350395548115
0.5888888888888889,0.7221767270765506
0.6503703703703704,0.760830632600784
0.4022222222222222,0.5505262584249008
0.35703703703703704,0.5110277403948764
0.48666666666666664,0.670279884096267
0.5985185185185186,0.693108772762357
0.5111111111111111,0.6060583965464894
0.46,0.5804928504243801
0.4703703703703703,0.5627040097934494
0.5066666666666667,0.6700750395525604
0.6511111111111111,0.701116017076838
0.48962962962962964,0.6032252057489463
0.44,0.5833605973957295
0.40148148148148144,0.5246432791520699
0.4192592592592592,0.6189636170680152
0.38370370370370377,0.5419956136866502
0.5888888888888889,0.6530058171763811
0.47333333333333333,0.611261303393927
0.5414814814814815,0.7094063518619388
0.3940740740740741,0.5186313351426919
0.47407407407407404,0.5750975029012215
0.5711111111111111,0.6441466717083779
0.5088888888888888,0.6474858404277007
0.3844444444444444,0.5343780824849917
0.597037037037037,0.7508277737014161
0.40444444444444444,0.5315438857189441
0.34148148148148144,0.5318707193421981
0.32592592592592595,0.5107178316684192
0.5103703703703704,0.6616523610075915
0.5822222222222222,0.6863658666355957
0.48592592592592593,0.62074065749721
0.537037037037037,0.6421821225578381
0.6340740740740741,0.7546126066664588
0.4503703703703704,0.6247344757846488
0.45925925925925926,0.6086962400533723
0.39037037037037037,0.5372813393508449
0.5725925925925927,0.6799468733851698
0.31407407407407406,0.4820053408965924
0.41259259259259257,0.5652848400804042
0.6748148148148146,0.7843200758774407
0.5903703703703703,0.6983495653075616
0.6177777777777778,0.6711176994783905
0.4066666666666667,0.5495785398924581
0.49407407407407405,0.6449167552061917
0.4740740740740741,0.564089622040422
